775	506
774	507
773	507
773	508
772	509
771	509
771	510
771	511
770	512
769	512
768	512
767	513
766	514
765	514
764	514
764	515
763	516
763	517
762	518
761	519
760	520
759	521
758	521
758	522
758	523
757	524
756	525
756	526
755	527
755	528
755	529
754	530
753	530
752	530
751	531
751	532
750	533
749	533
748	534
747	535
746	536
745	536
744	536
743	536
742	536
741	535
740	535
739	535
738	535
737	535
736	535
735	536
735	537
734	538
733	538
732	538
731	539
731	540
730	541
730	542
730	543
730	544
730	545
731	546
731	547
730	548
730	549
730	550
729	551
729	552
729	553
728	554
727	554
726	554
726	555
726	556
726	557
725	558
726	559
727	560
727	561
727	562
728	563
729	564
728	565
728	566
728	567
727	568
727	569
727	570
727	571
726	572
726	573
725	574
724	574
723	575
722	575
721	575
720	576
720	577
719	578
719	579
718	580
717	581
717	582
717	583
716	584
715	584
715	585
715	586
714	587
714	588
713	589
712	589
711	590
710	590
709	591
708	591
708	592
707	593
707	594
707	595
707	596
706	597
705	597
704	597
704	598
704	599
703	600
702	600
702	601
701	602
700	603
699	604
698	605
697	606
697	607
697	608
696	609
695	609
694	610
693	611
692	611
691	610
690	611
689	612
688	611
687	612
686	613
685	614
684	614
683	614
683	615
683	616
682	617
681	617
680	617
679	618
678	619
677	620
676	620
676	621
675	622
674	623
673	624
672	624
671	625
670	626
669	627
669	628
668	629
667	630
666	631
665	632
664	632
663	632
662	633
662	634
661	635
661	636
661	637
661	638
660	639
659	639
658	640
657	641
656	642
656	643
656	644
655	645
654	645
654	646
654	647
653	648
652	648
652	649
652	650
651	651
651	652
652	653
652	654
651	655
651	656
651	657
650	658
649	659
649	660
648	661
647	661
646	662
645	662
644	662
643	662
642	661
641	661
640	661
639	660
639	659
638	658
637	658
636	657
636	656
635	655
634	654
633	653
632	652
631	651
630	650
630	649
629	649
628	648
627	648
626	647
625	647
624	646
623	645
622	645
621	644
621	643
620	642
620	641
619	640
619	639
618	639
617	638
616	638
615	637
614	636
614	635
614	634
613	634
612	634
611	633
611	632
611	631
610	630
610	629
610	628
611	627
611	626
611	625
612	624
612	623
611	622
611	621
611	620
611	619
610	618
611	617
610	616
610	615
609	614
609	613
608	612
607	611
607	610
606	610
605	610
604	609
603	610
602	610
601	611
601	612
600	613
600	614
599	615
598	616
597	616
596	616
595	616
594	616
593	615
592	614
591	614
590	614
589	613
588	612
587	611
587	610
587	609
587	608
586	607
586	606
585	606
584	605
583	605
582	605
581	604
580	603
581	602
580	601
579	600
578	599
578	598
578	597
577	596
576	595
575	594
575	593
574	592
573	591
573	590
572	589
571	589
570	589
569	588
568	589
567	590
566	590
566	591
566	592
565	593
565	594
565	595
566	596
566	597
567	598
568	599
568	600
567	601
567	602
568	603
567	604
567	605
567	606
568	607
568	608
569	609
570	610
570	611
570	612
570	613
570	614
569	615
569	616
569	617
569	618
569	619
570	620
570	621
569	622
569	623
569	624
569	625
570	626
571	627
571	628
571	629
572	630
572	631
572	632
571	633
572	634
572	635
572	636
573	637
573	638
574	639
574	640
575	641
575	642
576	643
575	644
576	645
577	646
576	647
576	648
577	649
578	650
577	651
578	652
578	653
579	654
578	655
579	656
580	657
580	658
580	659
581	660
581	661
581	662
581	663
581	664
582	665
581	666
581	667
581	668
580	669
579	670
579	671
578	672
578	673
578	674
579	675
579	676
580	676
581	677
582	678
583	679
583	680
583	681
583	682
583	683
584	684
584	685
585	686
584	687
585	688
586	689
586	690
586	691
587	692
587	693
586	694
587	695
588	696
588	697
588	698
588	699
589	700
589	701
588	702
588	703
589	704
588	705
588	706
588	707
589	708
588	709
588	710
588	711
587	712
587	713
588	714
589	715
588	716
588	717
588	718
587	719
587	720
588	721
587	722
587	723
587	724
587	725
586	726
586	727
586	728
585	729
585	730
585	731
584	732
584	733
583	734
582	734
581	735
581	736
581	737
581	738
581	739
582	740
582	741
583	742
583	743
584	744
584	745
584	746
584	747
585	748
585	749
585	750
586	751
587	752
587	753
586	754
586	755
587	756
587	757
587	758
588	759
588	760
588	761
588	762
589	763
588	764
589	765
589	766
589	767
588	768
588	769
588	770
587	771
587	772
587	773
586	774
585	774
584	775
584	776
584	777
583	778
583	779
583	780
582	781
582	782
582	783
581	784
581	785
582	786
582	787
581	788
581	789
581	790
580	791
580	792
580	793
579	794
579	795
579	796
578	797
577	798
577	799
577	800
576	801
576	802
576	803
575	804
575	805
575	806
575	807
574	808
574	809
574	810
573	811
573	812
573	813
572	814
572	815
572	816
572	817
571	818
571	819
571	820
570	821
570	822
570	823
569	824
568	825
568	826
568	827
567	828
567	829
568	830
567	831
567	832
567	833
566	834
566	835
566	836
566	837
565	838
566	839
566	840
565	841
566	842
567	843
567	844
567	845
567	846
567	847
567	848
567	849
567	850
567	851
566	852
566	853
566	854
566	855
566	856
566	857
567	858
566	859
566	860
567	861
566	862
567	863
567	864
567	865
566	866
566	867
567	868
567	869
567	870
567	871
567	872
566	873
566	874
566	875
565	876
565	877
566	878
566	879
566	880
567	881
568	882
567	883
568	884
568	885
568	886
567	887
567	888
568	889
567	890
567	891
568	892
568	893
567	894
568	895
568	896
567	897
567	898
567	899
567	900
566	901
566	902
566	903
565	904
565	905
565	906
566	907
565	908
566	909
566	910
565	911
565	912
565	913
564	914
565	915
565	916
565	917
564	918
564	919
564	920
563	921
563	922
563	923
563	924
562	925
562	926
562	927
561	928
561	929
561	930
560	931
560	932
560	933
560	934
559	935
559	936
559	937
558	938
558	939
557	940
556	941
556	942
556	943
556	944
555	945
554	945
554	946
554	947
553	948
553	949
553	950
552	951
552	952
552	953
551	954
551	955
551	956
551	957
550	958
549	958
548	959
548	960
547	961
547	962
547	963
546	964
546	965
546	966
545	967
545	968
545	969
544	970
543	971
542	971
542	972
541	973
540	974
540	975
540	976
539	977
538	977
538	978
538	979
537	980
536	980
535	980
535	981
535	982
534	983
533	984
532	984
532	985
531	986
531	987
531	988
530	989
529	990
528	991
527	991
527	992
526	993
525	993
524	994
523	995
522	996
521	997
520	998
519	998
518	998
518	999
518	1000
517	1001
516	1002
516	1003
516	1004
515	1005
514	1005
514	1006
514	1007
513	1008
512	1008
511	1009
511	1010
510	1011
509	1011
509	1012
509	1013
508	1014
507	1014
507	1015
507	1016
507	1017
506	1018
506	1019
506	1020
505	1021
504	1021
504	1022
504	1023
503	1024
503	1025
503	1026
502	1027
503	1028
504	1029
505	1030
504	1031
504	1032
504	1033
504	1034
503	1035
503	1036
503	1037
502	1038
502	1039
502	1040
501	1041
502	1042
502	1043
503	1044
502	1045
502	1046
502	1047
501	1048
500	1049
500	1050
499	1051
498	1052
498	1053
498	1054
497	1055
497	1056
497	1057
496	1058
496	1059
497	1060
497	1061
497	1062
498	1063
498	1064
497	1065
497	1066
497	1067
496	1068
495	1068
494	1068
493	1069
492	1068
491	1068
490	1069
489	1070
488	1070
487	1071
486	1071
